district,date,month,year,domestic_visitors,foreign_visitors
Jayashankar Bhoopalpally,01-04-2019,April,2019,38500,0
Jayashankar Bhoopalpally,01-05-2019,May,2019,30800,0
Jayashankar Bhoopalpally,01-06-2019,June,2019,40500,0
Jayashankar Bhoopalpally,01-07-2019,July,2019,45500,0
Jayashankar Bhoopalpally,01-08-2019,August,2019,45000,0
Jayashankar Bhoopalpally,01-09-2019,September,2019,50500,0
Jayashankar Bhoopalpally,01-10-2019,October,2019,46000,0
Jayashankar Bhoopalpally,01-11-2019,November,2019,51500,0
Jayashankar Bhoopalpally,01-12-2019,December,2019,45800,0
Jogulamba Gadwal ,01-01-2019,January,2019,146441,36
Jogulamba Gadwal ,01-02-2019,February,2019,481110,6
Jogulamba Gadwal ,01-03-2019,March,2019,155013,22
Jogulamba Gadwal ,01-04-2019,April,2019,82334,16
Jogulamba Gadwal ,01-05-2019,May,2019,154609,20
Jogulamba Gadwal ,01-06-2019,June,2019,155013,22
Jogulamba Gadwal ,01-07-2019,July,2019,114951,37
Jogulamba Gadwal ,01-08-2019,August,2019,123733,42
Jogulamba Gadwal ,01-09-2019,September,2019,131485,25
Jogulamba Gadwal ,01-10-2019,October,2019,152898,13
Jogulamba Gadwal ,01-11-2019,November,2019,128075,45
Jogulamba Gadwal ,01-12-2019,December,2019,182333,11
Kamareddy ,01-01-2019,January,2019,42,0
Kamareddy ,01-02-2019,February,2019,41,0
Kamareddy ,01-03-2019,March,2019,45,0
Kamareddy ,01-04-2019,April,2019,41,0
Kamareddy ,01-05-2019,May,2019,46,0
Kamareddy ,01-06-2019,June,2019,41,0
Kamareddy ,01-07-2019,July,2019,50,0
Kamareddy ,01-08-2019,August,2019,50,0
Kamareddy ,01-09-2019,September,2019,41,0
Kamareddy ,01-10-2019,October,2019,46,0
Kamareddy ,01-11-2019,November,2019,46,0
Kamareddy ,01-12-2019,December,2019,45,0
Karimnagar ,01-01-2019,January,2019,10285,0
Karimnagar ,01-02-2019,February,2019,6480,0
Karimnagar ,01-03-2019,March,2019,6634,0
Karimnagar ,01-04-2019,April,2019,5623,0
Karimnagar ,01-05-2019,May,2019,3393,0
Karimnagar ,01-06-2019,June,2019,3871,0
Karimnagar ,01-07-2019,July,2019,5192,0
Karimnagar ,01-08-2019,August,2019,5480,0
Karimnagar ,01-09-2019,September,2019,8735,0
Karimnagar ,01-10-2019,October,2019,6799,0
Karimnagar ,01-11-2019,November,2019,7101,0
Karimnagar ,01-12-2019,December,2019,7898,0
Khammam,01-01-2019,January,2019,123550,0
Khammam,01-02-2019,February,2019,98471,0
Khammam,01-03-2019,March,2019,91340,0
Khammam,01-04-2019,April,2019,135920,0
Khammam,01-05-2019,May,2019,130971,0
Khammam,01-06-2019,June,2019,127270,0
Khammam,01-07-2019,July,2019,103260,0
Khammam,01-08-2019,August,2019,111374,0
Khammam,01-09-2019,September,2019,133754,0
Khammam,01-10-2019,October,2019,128625,0
Khammam,01-11-2019,November,2019,104380,0
Khammam,01-12-2019,December,2019,124525,0
Komaram Bheem Asifabad,01-01-2019,January,2019,2476,0
Komaram Bheem Asifabad,01-02-2019,February,2019,1449,0
Komaram Bheem Asifabad,01-03-2019,March,2019,1212,0
Komaram Bheem Asifabad,01-04-2019,April,2019,663,0
Komaram Bheem Asifabad,01-05-2019,May,2019,493,0
Komaram Bheem Asifabad,01-06-2019,June,2019,506,0
Komaram Bheem Asifabad,01-07-2019,July,2019,1287,0
Komaram Bheem Asifabad,01-08-2019,August,2019,2572,0
Komaram Bheem Asifabad,01-09-2019,September,2019,1629,0
Komaram Bheem Asifabad,01-10-2019,October,2019,1943,0
Komaram Bheem Asifabad,01-11-2019,November,2019,2176,0
Komaram Bheem Asifabad,01-12-2019,December,2019,2783,0
Mahabubabad ,01-01-2019,January,2019,13480,0
Mahabubabad ,01-02-2019,February,2019,13545,0
Mahabubabad ,01-03-2019,March,2019,13490,0
Mahabubabad ,01-04-2019,April,2019,12980,0
Mahabubabad ,01-05-2019,May,2019,11970,0
Mahabubabad ,01-06-2019,June,2019,11460,0
Mahabubabad ,01-07-2019,July,2019,13470,0
Mahabubabad ,01-08-2019,August,2019,12190,0
Mahabubabad ,01-09-2019,September,2019,13210,0
Mahabubabad ,01-10-2019,October,2019,12260,0
Mahabubabad ,01-11-2019,November,2019,12470,0
Mahabubabad ,01-12-2019,December,2019,12360,0
Mahbubnagar,01-01-2019,January,2019,168082,45
Mahbubnagar,01-02-2019,February,2019,798949,29
Mahbubnagar,01-03-2019,March,2019,173658,28
Mahbubnagar,01-04-2019,April,2019,183268,34
Mahbubnagar,01-05-2019,May,2019,175202,20
Mahbubnagar,01-06-2019,June,2019,175853,28
Mahbubnagar,01-07-2019,July,2019,100398,47
Mahbubnagar,01-08-2019,August,2019,104787,44
Mahbubnagar,01-09-2019,September,2019,141387,34
Mahbubnagar,01-10-2019,October,2019,130227,37
Mahbubnagar,01-11-2019,November,2019,234066,68
Mahbubnagar,01-12-2019,December,2019,148938,26
Mancherial,01-01-2019,January,2019,18420,0
Mancherial,01-02-2019,February,2019,26325,0
Mancherial,01-03-2019,March,2019,16253,0
Mancherial,01-04-2019,April,2019,23026,0
Mancherial,01-05-2019,May,2019,26616,0
Mancherial,01-06-2019,June,2019,24593,0
Mancherial,01-07-2019,July,2019,22303,0
Mancherial,01-08-2019,August,2019,21191,0
Mancherial,01-09-2019,September,2019,24079,0
Mancherial,01-10-2019,October,2019,20867,0
Mancherial,01-11-2019,November,2019,29302,10
Mancherial,01-12-2019,December,2019,16835,0
Medak ,01-01-2019,January,2019,400000,0
Medak ,01-02-2019,February,2019,600000,0
Medak ,01-03-2019,March,2019,1000000,0
Medak ,01-04-2019,April,2019,650000,0
Medak ,01-05-2019,May,2019,400000,0
Medak ,01-06-2019,June,2019,300000,0
Medak ,01-07-2019,July,2019,350000,0
Medak ,01-08-2019,August,2019,349900,0
Medak ,01-09-2019,September,2019,350400,0
Medak ,01-10-2019,October,2019,350000,0
Medak ,01-11-2019,November,2019,351560,0
Medak ,01-12-2019,December,2019,350710,0
Medchal ,01-01-2019,January,2019,0,0
Medchal ,01-02-2019,February,2019,0,0
Medchal ,01-03-2019,March,2019,0,0
Medchal ,01-04-2019,April,2019,0,0
Medchal ,01-05-2019,May,2019,0,0
Medchal ,01-06-2019,June,2019,0,0
Medchal ,01-07-2019,July,2019,0,0
Medchal ,01-08-2019,August,2019,0,0
Medchal ,01-09-2019,September,2019,0,0
Medchal ,01-10-2019,October,2019,0,0
Medchal ,01-11-2019,November,2019,0,0
Medchal ,01-12-2019,December,2019,0,0
Mulugu,01-01-2019,January,2019,0,0
Mulugu,01-02-2019,February,2019,159640,45
Mulugu,01-03-2019,March,2019,156610,40
Mulugu,01-04-2019,April,2019,152570,40
Mulugu,01-05-2019,May,2019,154550,40
Mulugu,01-06-2019,June,2019,163480,50
Mulugu,01-07-2019,July,2019,167700,55
Mulugu,01-08-2019,August,2019,171050,50
Mulugu,01-09-2019,September,2019,172900,60
Mulugu,01-10-2019,October,2019,172500,60
Mulugu,01-11-2019,November,2019,173700,70
Mulugu,01-12-2019,December,2019,175100,65
Nagarkurnool ,01-01-2019,January,2019,228812,35
Nagarkurnool ,01-02-2019,February,2019,286258,15
Nagarkurnool ,01-03-2019,March,2019,184508,14
Nagarkurnool ,01-04-2019,April,2019,121460,18
Nagarkurnool ,01-05-2019,May,2019,184372,14
Nagarkurnool ,01-06-2019,June,2019,184508,14
Nagarkurnool ,01-07-2019,July,2019,93450,17
Nagarkurnool ,01-08-2019,August,2019,118010,22
Nagarkurnool ,01-09-2019,September,2019,175712,7
Nagarkurnool ,01-10-2019,October,2019,196160,3
Nagarkurnool ,01-11-2019,November,2019,121425,30
Nagarkurnool ,01-12-2019,December,2019,198637,10
Nalgonda,01-01-2019,January,2019,21284,0
Nalgonda,01-02-2019,February,2019,13697,0
Nalgonda,01-03-2019,March,2019,8467,0
Nalgonda,01-04-2019,April,2019,7202,0
Nalgonda,01-05-2019,May,2019,26338,0
Nalgonda,01-06-2019,June,2019,5558,0
Nalgonda,01-07-2019,July,2019,19783,0
Nalgonda,01-08-2019,August,2019,7473,0
Nalgonda,01-09-2019,September,2019,5230,0
Nalgonda,01-10-2019,October,2019,5290,0
Nalgonda,01-11-2019,November,2019,7177,0
Nalgonda,01-12-2019,December,2019,13419,0
Narayanapet,01-01-2019,January,2019,0,0
Narayanapet,01-02-2019,February,2019,0,0
Narayanapet,01-03-2019,March,2019,0,0
Narayanapet,01-04-2019,April,2019,0,0
Narayanapet,01-05-2019,May,2019,0,0
Narayanapet,01-06-2019,June,2019,0,0
Narayanapet,01-07-2019,July,2019,68842,0
Narayanapet,01-08-2019,August,2019,72249,0
Narayanapet,01-09-2019,September,2019,62841,0
Narayanapet,01-10-2019,October,2019,58213,0
Narayanapet,01-11-2019,November,2019,62750,0
Narayanapet,01-12-2019,December,2019,64355,5
Nirmal,01-01-2019,January,2019,313675,0
Nirmal,01-02-2019,February,2019,443898,0
Nirmal,01-03-2019,March,2019,424964,0
Nirmal,01-04-2019,April,2019,327971,0
Nirmal,01-05-2019,May,2019,149705,0
Nirmal,01-06-2019,June,2019,349747,0
Nirmal,01-07-2019,July,2019,359495,0
Nirmal,01-08-2019,August,2019,334646,0
Nirmal,01-09-2019,September,2019,299827,0
Nirmal,01-10-2019,October,2019,263412,0
Nirmal,01-11-2019,November,2019,253388,0
Nirmal,01-12-2019,December,2019,296050,0
Nizamabad,01-01-2019,January,2019,878,0
Nizamabad,01-02-2019,February,2019,915,1
Nizamabad,01-03-2019,March,2019,938,0
Nizamabad,01-04-2019,April,2019,958,0
Nizamabad,01-05-2019,May,2019,1193,0
Nizamabad,01-06-2019,June,2019,686,0
Nizamabad,01-07-2019,July,2019,990,0
Nizamabad,01-08-2019,August,2019,1004,0
Nizamabad,01-09-2019,September,2019,6572,0
Nizamabad,01-10-2019,October,2019,8849,0
Nizamabad,01-11-2019,November,2019,11950,0
Nizamabad,01-12-2019,December,2019,11400,0
Peddapalli,01-01-2019,January,2019,1055,0
Peddapalli,01-02-2019,February,2019,1157,0
Peddapalli,01-03-2019,March,2019,895,0
Peddapalli,01-04-2019,April,2019,942,0
Peddapalli,01-05-2019,May,2019,802,0
Peddapalli,01-06-2019,June,2019,735,0
Peddapalli,01-07-2019,July,2019,1085,0
Peddapalli,01-08-2019,August,2019,1505,0
Peddapalli,01-09-2019,September,2019,1785,0
Peddapalli,01-10-2019,October,2019,2080,0
Peddapalli,01-11-2019,November,2019,2225,0
Peddapalli,01-12-2019,December,2019,2315,0
Rajanna Sircilla ,01-01-2019,January,2019,6188298,0
Rajanna Sircilla ,01-02-2019,February,2019,1015550,0
Rajanna Sircilla ,01-03-2019,March,2019,1444971,0
Rajanna Sircilla ,01-04-2019,April,2019,1148062,0
Rajanna Sircilla ,01-05-2019,May,2019,1018131,0
Rajanna Sircilla ,01-06-2019,June,2019,1128849,0
Rajanna Sircilla ,01-07-2019,July,2019,422961,0
Rajanna Sircilla ,01-08-2019,August,2019,586118,0
Rajanna Sircilla ,01-09-2019,September,2019,501293,0
Rajanna Sircilla ,01-10-2019,October,2019,646492,0
Rajanna Sircilla ,01-11-2019,November,2019,1259371,0
Rajanna Sircilla ,01-12-2019,December,2019,1472801,0
Ranga Reddy,01-01-2019,January,2019,0,0
Ranga Reddy,01-02-2019,February,2019,0,0
Ranga Reddy,01-03-2019,March,2019,0,0
Ranga Reddy,01-04-2019,April,2019,0,0
Ranga Reddy,01-05-2019,May,2019,0,0
Ranga Reddy,01-06-2019,June,2019,0,0
Ranga Reddy,01-07-2019,July,2019,0,0
Ranga Reddy,01-08-2019,August,2019,0,0
Ranga Reddy,01-09-2019,September,2019,0,0
Ranga Reddy,01-10-2019,October,2019,0,0
Ranga Reddy,01-11-2019,November,2019,0,0
Ranga Reddy,01-12-2019,December,2019,0,0
Sangareddy ,01-01-2019,January,2019,144000,0
Sangareddy ,01-02-2019,February,2019,148000,0
Sangareddy ,01-03-2019,March,2019,747000,0
Sangareddy ,01-04-2019,April,2019,205000,0
Sangareddy ,01-05-2019,May,2019,133000,0
Sangareddy ,01-06-2019,June,2019,347000,0
Sangareddy ,01-07-2019,July,2019,467000,0
Sangareddy ,01-08-2019,August,2019,466150,0
Sangareddy ,01-09-2019,September,2019,468350,0
Sangareddy ,01-10-2019,October,2019,467470,0
Sangareddy ,01-11-2019,November,2019,481720,0
Sangareddy ,01-12-2019,December,2019,478470,0
Siddipet,01-01-2019,January,2019,140793,0
Siddipet,01-02-2019,February,2019,199549,0
Siddipet,01-03-2019,March,2019,204600,0
Siddipet,01-04-2019,April,2019,184412,0
Siddipet,01-05-2019,May,2019,110500,0
Siddipet,01-06-2019,June,2019,1037000,0
Siddipet,01-07-2019,July,2019,179320,0
Siddipet,01-08-2019,August,2019,190750,0
Siddipet,01-09-2019,September,2019,122550,0
Siddipet,01-10-2019,October,2019,191330,0
Siddipet,01-11-2019,November,2019,209130,0
Siddipet,01-12-2019,December,2019,217930,0
Suryapet,01-01-2019,January,2019,0,0
Suryapet,01-02-2019,February,2019,0,0
Suryapet,01-03-2019,March,2019,0,0
Suryapet,01-04-2019,April,2019,0,0
Suryapet,01-05-2019,May,2019,0,0
Suryapet,01-06-2019,June,2019,0,0
Suryapet,01-07-2019,July,2019,0,0
Suryapet,01-08-2019,August,2019,0,0
Suryapet,01-09-2019,September,2019,0,0
Suryapet,01-10-2019,October,2019,0,0
Suryapet,01-11-2019,November,2019,0,0
Suryapet,01-12-2019,December,2019,0,0
Vikarabad,01-01-2019,January,2019,0,0
Vikarabad,01-02-2019,February,2019,0,0
Vikarabad,01-03-2019,March,2019,0,0
Vikarabad,01-04-2019,April,2019,0,0
Vikarabad,01-05-2019,May,2019,0,0
Vikarabad,01-06-2019,June,2019,0,0
Vikarabad,01-07-2019,July,2019,0,0
Vikarabad,01-08-2019,August,2019,0,0
Vikarabad,01-09-2019,September,2019,0,0
Vikarabad,01-10-2019,October,2019,0,0
Vikarabad,01-11-2019,November,2019,0,0
Vikarabad,01-12-2019,December,2019,0,0
Wanaparthy ,01-01-2019,January,2019,28131,0
Wanaparthy ,01-02-2019,February,2019,22342,0
Wanaparthy ,01-03-2019,March,2019,20050,0
Wanaparthy ,01-04-2019,April,2019,23749,0
Wanaparthy ,01-05-2019,May,2019,20010,0
Wanaparthy ,01-06-2019,June,2019,20050,0
Wanaparthy ,01-07-2019,July,2019,32625,0
Wanaparthy ,01-08-2019,August,2019,35860,0
Wanaparthy ,01-09-2019,September,2019,21375,0
Wanaparthy ,01-10-2019,October,2019,21234,0
Wanaparthy ,01-11-2019,November,2019,32657,0
Wanaparthy ,01-12-2019,December,2019,20556,0
Warangal (Rural),01-01-2019,January,2019,28700,0
Warangal (Rural),01-02-2019,February,2019,28800,0
Warangal (Rural),01-03-2019,March,2019,29000,0
Warangal (Rural),01-04-2019,April,2019,26900,0
Warangal (Rural),01-05-2019,May,2019,24900,0
Warangal (Rural),01-06-2019,June,2019,27100,0
Warangal (Rural),01-07-2019,July,2019,28600,0
Warangal (Rural),01-08-2019,August,2019,31600,0
Warangal (Rural),01-09-2019,September,2019,32600,0
Warangal (Rural),01-10-2019,October,2019,31100,0
Warangal (Rural),01-11-2019,November,2019,32150,0
Warangal (Rural),01-12-2019,December,2019,32050,0
Warangal (Urban),01-01-2019,January,2019,151545,175
Warangal (Urban),01-02-2019,February,2019,157755,200
Warangal (Urban),01-03-2019,March,2019,154305,200
Warangal (Urban),01-04-2019,April,2019,150425,190
Warangal (Urban),01-05-2019,May,2019,143230,175
Warangal (Urban),01-06-2019,June,2019,144400,195
Warangal (Urban),01-07-2019,July,2019,145440,185
Warangal (Urban),01-08-2019,August,2019,148030,230
Warangal (Urban),01-09-2019,September,2019,151070,240
Warangal (Urban),01-10-2019,October,2019,147450,220
Warangal (Urban),01-11-2019,November,2019,153880,230
Warangal (Urban),01-12-2019,December,2019,147700,210
Yadadri Bhongir,01-01-2019,January,2019,479293,0
Yadadri Bhongir,01-02-2019,February,2019,56525,0
Yadadri Bhongir,01-03-2019,March,2019,481923,0
Yadadri Bhongir,01-04-2019,April,2019,441150,0
Yadadri Bhongir,01-05-2019,May,2019,345790,0
Yadadri Bhongir,01-06-2019,June,2019,370566,0
Yadadri Bhongir,01-07-2019,July,2019,332770,0
Yadadri Bhongir,01-08-2019,August,2019,389010,0
Yadadri Bhongir,01-09-2019,September,2019,366862,0
Yadadri Bhongir,01-10-2019,October,2019,381860,0
Yadadri Bhongir,01-11-2019,November,2019,365990,0
Yadadri Bhongir,01-12-2019,December,2019,477635,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
